COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
WPG,1,1,威派格,603956,310000,-,1553,威派格,上海市,"WPG (Shanghai) Smart Water Public Co.,Ltd",威派格,2,-,4,20190222,C,   D  F  N          ,制造业,603956,上海威派格智慧水务股份有限公司
HARSON,1,1,哈森股份,603958,320000,-,1554,哈森股份,江苏省,"Harson Trading(China)Co., Ltd.",哈森股份,2,-,4,20160629,C,   D  F  N          ,制造业,603958,哈森商贸(中国)股份有限公司
BLEST,1,1,ST百利,603959,430000,-,1555,ST百利,湖南省,"Hunan Baili Engineering Sci&Tech Co.,Ltd",ST百利,7,-,8,20160517,E,   S  F  N          ,建筑业,603959,湖南百利工程科技股份有限公司
KELAI MECHATRONICS,1,1,克来机电,603960,310000,-,1556,克来机电,上海市,"SHANGHAI KELAI MECHATRONICS ENGINEERING CO.,LTD.",克来机电,2,-,4,20170314,C,   D  F  N          ,制造业,603960,上海克来机电自动化工程股份有限公司
EUROCRANE,1,1,法兰泰克,603966,320000,-,1557,法兰泰克,江苏省,"Eurocrane(China) Co., Ltd.",法兰泰克,2,-,4,20170125,C,   D  F  N          ,制造业,603966,法兰泰克重工股份有限公司
CMLOG,1,1,中创物流,603967,370000,-,1558,中创物流,山东省,"China Master Logistics Co., Ltd.",中创物流,2,-,4,20190429,G,   D  F  N          ,交通运输、仓储和邮政业,603967,中创物流股份有限公司
NTAAC,1,1,醋化股份,603968,320000,-,1559,醋化股份,江苏省,"Nantong Acetic Acid Chemical Co.,Ltd.",醋化股份,2,-,4,20150518,C,   D  F  N          ,制造业,603968,南通醋酸化工股份有限公司
SILVERY DRAGON PRESTRESSED MATERIALS,1,1,银龙股份,603969,120000,-,1560,银龙股份,天津市,"Silvery Dragon Prestressed Materials Co., Ltd.Tianjin",银龙股份,2,-,4,20150227,C,   D  F  N          ,制造业,603969,天津银龙预应力材料股份有限公司
SAL,1,1,中农立华,603970,110000,-,1561,中农立华,北京市,"SINO-AGRI LEADING BIOSCIENCES CO.,LTD",中农立华,2,-,4,20171116,F,   D  F  N          ,批发和零售业,603970,中农立华生物科技股份有限公司
ZHENGCHUAN PHARMAPACK,1,1,正川股份,603976,500000,-,1562,正川股份,重庆市,"CHONGQING ZHENGCHUAN PHARMACEUTICAL PACKAGING CO.,LTD.",正川股份,2,-,4,20170822,C,   D  F  N          ,制造业,603976,重庆正川医药包装材料股份有限公司
GUOTAI GROUP,1,1,国泰集团,603977,360000,-,1563,国泰集团,江西省,"Jiangxi Guotai Group Co.,Ltd.",国泰集团,2,-,4,20161111,C,   D  F  N          ,制造业,603977,江西国泰集团股份有限公司
SUNXING,1,1,深圳新星,603978,440000,-,1564,深圳新星,广东省,"SHENZHEN SUNXING LIGHT ALLOYS MATERIALS CO.,LTD.",深圳新星,2,-,4,20170807,C,   D  F  N          ,制造业,603978,深圳市新星轻合金材料股份有限公司
JCHX,1,1,金诚信,603979,110000,-,1565,金诚信,北京市,"JCHX Mining Management Co.,Ltd.",金诚信,2,-,4,20150630,B,   D  F  N          ,采矿业,603979,金诚信矿业管理股份有限公司
JIHUA GROUP,1,1,吉华集团,603980,330000,-,1566,吉华集团,浙江省,"ZHEJIANG JIHUA GROUP CO.,LTD",吉华集团,2,-,4,20170615,C,   D  F  N          ,制造业,603980,浙江吉华集团股份有限公司
CHERVON-AUTO,1,1,泉峰汽车,603982,320000,-,1567,泉峰汽车,江苏省,"Nanjing Chervon Auto Precision Technology Co.,Ltd",泉峰汽车,2,-,4,20190522,C,   D  F  N          ,制造业,603982,南京泉峰汽车精密技术股份有限公司
MARUBI,1,1,丸美生物,603983,440000,-,1568,丸美生物,广东省,"GUANGDONG MARUBI BIOTECHNOLOGY CO., LTD.",丸美生物,2,-,4,20190725,C,   D  F  N          ,制造业,603983,广东丸美生物技术股份有限公司
HR,1,1,恒润股份,603985,320000,-,1569,恒润股份,江苏省,"Jiangyin Hengrun Heavy Industries Co.,Ltd",恒润股份,2,-,4,20170505,C,   D  F  N          ,制造业,603985,江阴市恒润重工股份有限公司
GIGADEVICE,1,1,兆易创新,603986,110000,-,1570,兆易创新,北京市,GIGADEVICE SEMICONDUCTOR INC.,兆易创新,2,-,4,20160818,C,   D  F  N          ,制造业,603986,兆易创新科技集团股份有限公司
KDL,1,1,XD康德莱,603987,310000,-,1571,康德莱,上海市,"Shanghai Kindly Enterprise Development Group Co.,Ltd.",康德莱,2,-,4,20161121,C,   D  F  N          ,制造业,603987,上海康德莱企业发展集团股份有限公司
SEC,1,1,中电电机,603988,320000,-,1572,中电电机,江苏省,"SEC Electric Machinery Co., Ltd.",中电电机,2,-,4,20141104,C,   D  F  N          ,制造业,603988,中电电机股份有限公司
AIHUA GROUP,1,1,艾华集团,603989,430000,-,1573,艾华集团,湖南省,"Hunan Aihua Group Co.,Ltd.",艾华集团,2,-,4,20150515,C,   D  F  N          ,制造业,603989,湖南艾华集团股份有限公司
MEDITECH,1,1,麦迪科技,603990,320000,-,1574,麦迪科技,江苏省,"Suzhou Medicalsystem Technology Co.,Ltd.",麦迪科技,2,-,4,20161208,I,   D  F  N          ,信息传输、软件和信息技术服务业,603990,苏州麦迪斯顿医疗科技股份有限公司
ORIGINAL,1,1,至正股份,603991,440000,-,1575,至正股份,广东省,"Shenzhen Original Advanced Compounds Co., Ltd.",至正股份,2,-,4,20170308,C,   D  F  N          ,制造业,603991,深圳至正高分子材料股份有限公司
SOLEX,1,1,松霖科技,603992,350000,-,1576,松霖科技,福建省,"Xiamen Solex High-Tech Industries Co., Ltd.",松霖科技,2,-,4,20190826,C,   D  F  N          ,制造业,603992,厦门松霖科技股份有限公司
CMOC,1,1,洛阳钼业,603993,410000,-,1577,洛阳钼业,河南省,CMOC GROUP LIMITED,洛阳钼业,2,-,4,20121009,B,   D  F  N          ,采矿业,603993,洛阳栾川钼业集团股份有限公司
YONGJIN GROUP,1,1,甬金股份,603995,330000,-,1578,甬金股份,浙江省,"YONGJIN TECHNOLOGY GROUP CO., LTD",甬金股份,2,-,4,20191224,C,   D  F  N          ,制造业,603995,甬金科技集团股份有限公司
NBJF,1,1,继峰股份,603997,330000,-,1579,继峰股份,浙江省,"Ningbo Jifeng Auto Parts Co., Ltd.",继峰股份,2,-,4,20150302,C,   D  F  N          ,制造业,603997,宁波继峰汽车零部件股份有限公司
FANGSHENG PHARMACEUTICAL,1,1,方盛制药,603998,430000,-,1580,XD方盛制,湖南省,"HUNAN FANGSHENG PHARMACEUTICAL CO.,LTD",XD方盛制药,2,-,4,20141205,C,  RD  F  N          ,制造业,603998,湖南方盛制药股份有限公司
DZCM,1,1,读者传媒,603999,620000,-,1581,读者传媒,甘肃省,"Duzhe Publish&Media Co.,Ltd",读者传媒,2,-,4,20151210,R,   D  F  N          ,文化、体育和娱乐业,603999,读者出版传媒股份有限公司
VICTALL,1,1,威奥股份,605001,370000,-,1582,威奥股份,山东省,"Qingdao Victall Railway Co., Ltd.",威奥股份,2,-,4,20200522,C,   D  F  N          ,制造业,605001,青岛威奥轨道股份有限公司
ZW,1,1,众望布艺,605003,330000,-,1583,众望布艺,浙江省,"Zhongwang Fabric Co., Ltd.",众望布艺,2,-,4,20200908,C,   D  F  N          ,制造业,605003,众望布艺股份有限公司
CWB,1,1,合兴股份,605005,330000,-,1584,合兴股份,浙江省,"CWB Automotive Electronics Co., Ltd.",合兴股份,2,-,4,20210119,C,   D  F  N          ,制造业,605005,合兴汽车电子股份有限公司
SDF,1,1,山东玻纤,605006,370000,-,1585,山东玻纤,山东省,"Shandong Fiberglass Group Co., Ltd",山东玻纤,2,-,4,20200903,C,   D  F  N          ,制造业,605006,山东玻纤集团股份有限公司
WUZHOU SPECIAL PAPER,1,1,五洲特纸,605007,330000,-,1586,五洲特纸,浙江省,"WUZHOU SPECIAL PAPER GROUP CO., LTD.",五洲特纸,2,-,4,20201110,C,   D  F  N          ,制造业,605007,五洲特种纸业集团股份有限公司
CHANGHONG POLYMER,1,1,长鸿高科,605008,330000,-,1587,长鸿高科,浙江省,Ningbo Changhong Polymer Scientific and Technical Inc.,长鸿高科,2,-,4,20200821,C,   D  F  N          ,制造业,605008,宁波长鸿高分子科技股份有限公司
HAOYUE CARE,1,1,豪悦护理,605009,330000,-,1588,豪悦护理,浙江省,"HANGZHOU HAOYUE PERSONAL CARE CO., LTD.",豪悦护理,2,-,4,20200911,C,   D  F  N          ,制造业,605009,杭州豪悦护理用品股份有限公司
HANGZHOU COGENERATION GROUP,1,1,杭州热电,605011,330000,-,1589,杭州热电,浙江省,"Hangzhou Cogeneration Group Co., Ltd.",杭州热电,2,-,4,20210630,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,605011,杭州热电集团股份有限公司
BAILONG CHUANGYUAN,1,1,百龙创园,605016,370000,-,1590,百龙创园,山东省,"Shandong Bailong Chuangyuan Bio-Tech Co., Ltd.",百龙创园,2,-,4,20210421,C,   D  F  N          ,制造业,605016,山东百龙创园生物科技股份有限公司
CH GROUP,1,1,长华集团,605018,330000,-,1591,长华集团,浙江省,"CHANGHUA HOLDING GROUP CO., LTD.",长华集团,2,-,4,20200929,C,   D  F  N          ,制造业,605018,长华控股集团股份有限公司
YONGHE,1,1,永和股份,605020,330000,-,1592,永和股份,浙江省,"Zhejiang Yonghe Refrigerant Co., Ltd.",永和股份,2,-,4,20210709,C,   D  F  N          ,制造业,605020,浙江永和制冷股份有限公司
SHIMAO ENERGY,1,1,世茂能源,605028,330000,-,1593,世茂能源,浙江省,"Ningbo Shimao Energy Co.,Ltd.",世茂能源,2,-,4,20210712,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,605028,宁波世茂能源股份有限公司
MBGF,1,1,美邦股份,605033,610000,-,1594,美邦股份,陕西省,"Shaanxi Meibang Pharmaceutical Group Co., Ltd.",美邦股份,2,-,4,20210916,C,   D  F  N          ,制造业,605033,陕西美邦药业集团股份有限公司
FRIEND,1,1,福然德,605050,310000,-,1595,福然德,上海市,"Friend Co.,Ltd.",福然德,2,-,4,20200924,G,   D  F  N          ,交通运输、仓储和邮政业,605050,福然德股份有限公司
YINGFENG,1,1,迎丰股份,605055,330000,-,1596,迎丰股份,浙江省,"Zhejiang Yingfeng Technology Co.,Ltd.",迎丰股份,2,-,4,20210129,C,   D  F  N          ,制造业,605055,浙江迎丰科技股份有限公司
XIANHENG INTERNATIONAL,1,1,咸亨国际,605056,330000,-,1597,咸亨国际,浙江省,"Xianheng International Science&Technology Co., Ltd.",咸亨国际,2,-,4,20210720,F,   D  F  N          ,批发和零售业,605056,咸亨国际科技股份有限公司
AOHONG ELECTRONICS,1,1,澳弘电子,605058,320000,-,1598,澳弘电子,江苏省,"Changzhou Aohong Electronics Co., Ltd.",澳弘电子,2,-,4,20201021,C,   D  F  N          ,制造业,605058,常州澳弘电子股份有限公司
ALLIED MACHINERY,1,1,联德股份,605060,330000,-,1599,联德股份,浙江省,"Allied Machinery Co.,Ltd.",联德股份,2,-,4,20210301,C,   D  F  N          ,制造业,605060,杭州联德精密机械股份有限公司
TENGEN,1,1,天正电气,605066,330000,-,1600,天正电气,浙江省,"Zhejiang Tengen Electrics Co.,Ltd.",天正电气,2,-,4,20200807,C,   D  F  N          ,制造业,605066,浙江天正电气股份有限公司
MINGXIN NEW MATERIAL,1,1,明新旭腾,605068,330000,-,1601,明新旭腾,浙江省,"MINGXIN NEW MATERIAL CO.,LTD.",明新旭腾,2,-,4,20201123,C,   D  F  N          ,制造业,605068,明新旭腾新材料股份有限公司
ZEHO ECO,1,1,正和生态,605069,110000,-,1602,正和生态,北京市,"Beijing Zeho Waterfront Ecological Environment Treatment Co.,Ltd.",正和生态,2,-,4,20210816,N,   D  F  N          ,水利、环境和公共设施管理业,605069,北京正和恒基滨水生态环境治理股份有限公司
HUAKANG,1,1,华康股份,605077,330000,-,1603,华康股份,浙江省,"Zhejiang Huakang Pharmaceutical Co., Ltd.",华康股份,2,-,4,20210209,C,   D  F  N          ,制造业,605077,浙江华康药业股份有限公司
ZHEJIANG NATURAL OUTDOOR GOODS,1,1,浙江自然,605080,330000,-,1604,浙江自然,浙江省,Zhejiang Natural Outdoor Goods Inc.,浙江自然,2,-,4,20210506,C,   D  F  N          ,制造业,605080,浙江大自然户外用品股份有限公司
TAIHE,1,1,*ST太和,605081,310000,-,1605,*ST太和,上海市,"SHANGHAI TAIHE WATER TECHNOLOGY DEVELOPMENT CO., LTD.",*ST太和,7,-,8,20210209,N,   S  F  N          ,水利、环境和公共设施管理业,605081,上海太和水科技发展股份有限公司
LYKL,1,1,龙高股份,605086,350000,-,1606,龙高股份,福建省,"Longyan Kaolin Clay Co., Ltd.",龙高股份,2,-,4,20210416,B,   D  F  N          ,采矿业,605086,龙岩高岭土股份有限公司
GSP GROUP,1,1,冠盛股份,605088,330000,-,1607,冠盛股份,浙江省,"GSP AUTOMOTIVE GROUP WENZHOU CO., LTD.",冠盛股份,2,-,4,20200817,C,   D  F  N          ,制造业,605088,温州市冠盛汽车零部件集团股份有限公司
WEIZHIXIANG,1,1,味知香,605089,320000,-,1608,味知香,江苏省,"Suzhou Weizhixiang Food Co., Ltd.",味知香,2,-,4,20210427,C,   D  F  N          ,制造业,605089,苏州市味知香食品股份有限公司
JOVO,1,1,九丰能源,605090,360000,-,1609,九丰能源,江西省,"JIANGXI JOVO ENERGY CO., LTD.",九丰能源,2,-,4,20210525,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,605090,江西九丰能源股份有限公司
ACTION EDUCATION,1,1,行动教育,605098,310000,-,1610,行动教育,上海市,"SHANGHAI ACTION EDUCATION TECHNOLOGY CO., LTD.",行动教育,2,-,4,20210421,P,   D  F  N          ,教育,605098,上海行动教育科技股份有限公司
CCG,1,1,XD共创草,605099,320000,-,1611,共创草坪,江苏省,"COCREATION GRASS CO., LTD",共创草坪,2,-,4,20200930,C,   D  F  N          ,制造业,605099,江苏共创人造草坪股份有限公司
POWER HF,1,1,华丰股份,605100,370000,-,1612,华丰股份,山东省,"Power HF Co., Ltd.",华丰股份,2,-,4,20200811,C,   D  F  N          ,制造业,605100,华丰动力股份有限公司
TQL,1,1,同庆楼,605108,340000,-,1613,同庆楼,安徽省,TongQingLou Catering Corporation Limited.,同庆楼,2,-,4,20200716,H,   D  F  N          ,住宿和餐饮业,605108,同庆楼餐饮股份有限公司
NCE,1,1,新洁能,605111,320000,-,1614,新洁能,江苏省,"WUXI NCE POWER CO.,LTD.",新洁能,2,-,4,20200928,C,   D  F  N          ,制造业,605111,无锡新洁能股份有限公司
AURISCO,1,1,奥锐特,605116,330000,-,1615,奥锐特,浙江省,"Aurisco Pharmaceutical Co.,Ltd.",奥锐特,2,-,4,20200921,C,   D  F  N          ,制造业,605116,奥锐特药业股份有限公司
DEYE,1,1,德业股份,605117,330000,-,1616,德业股份,浙江省,"NINGBO DEYE TECHNOLOGY CO., LTD.",德业股份,2,-,4,20210420,C,   D  F  N          ,制造业,605117,宁波德业科技股份有限公司
Leading Optics,1,1,力鼎光电,605118,350000,-,1617,力鼎光电,福建省,"Xiamen Leading Optics Co., Ltd.",力鼎光电,2,-,4,20200730,C,   D  F  N          ,制造业,605118,厦门力鼎光电股份有限公司
SIFANG NEW MATERIAL,1,1,四方新材,605122,500000,-,1618,四方新材,重庆市,"Chongqing Sifang New Material Co., Ltd.",四方新材,2,-,4,20210310,C,   D  F  N          ,制造业,605122,重庆四方新材股份有限公司
PAIKE,1,1,派克新材,605123,320000,-,1619,派克新材,江苏省,"Wuxi Paike New Materials Technology Co.,Ltd.",派克新材,2,-,4,20200825,C,   D  F  N          ,制造业,605123,无锡派克新材料科技股份有限公司
SHANGHAI YANPU,1,1,上海沿浦,605128,310000,-,1620,上海沿浦,上海市,"Shanghai Yanpu Metal Products Co., Ltd",上海沿浦,2,-,4,20200915,C,   D  F  N          ,制造业,605128,上海沿浦金属制品股份有限公司
RTGF,1,1,嵘泰股份,605133,320000,-,1621,嵘泰股份,江苏省,"Jiangsu Rongtai Industry Co., Ltd.",嵘泰股份,2,-,4,20210224,C,   D  F  N          ,制造业,605133,江苏嵘泰工业股份有限公司
LILY&BEAUTY,1,1,丽人丽妆,605136,310000,-,1622,丽人丽妆,上海市,"SHANGHAI LILY & BEAUTY COSMETICS CO.,LTD.",丽人丽妆,2,-,4,20200929,F,   D  F  N          ,批发和零售业,605136,上海丽人丽妆化妆品股份有限公司
SUNRISE GROUP,1,1,XD盛泰集,605138,330000,-,1623,盛泰集团,浙江省,"SUNRISE INTELLIGENT MANUFACTURING GROUP CO.,LTD.",盛泰集团,2,-,4,20211027,C,   D  F  N          ,制造业,605138,盛泰智造集团股份有限公司
WSASC,1,1,西上海,605151,310000,-,1624,西上海,上海市,"West Shanghai Automotive Service Co.,Ltd.",西上海,2,-,4,20201215,C,   D  F  N          ,制造业,605151,西上海汽车服务股份有限公司
XIDAMEN,1,1,西大门,605155,330000,-,1625,西大门,浙江省,"Zhejiang Xidamen New Material Co., Ltd.",西大门,2,-,4,20201231,C,   D  F  N          ,制造业,605155,浙江西大门新材料股份有限公司
ZHEJIANG HUADA NEW MATERIALS,1,1,华达新材,605158,330000,-,1626,华达新材,浙江省,"Zhejiang Huada New Materials Co., Ltd.",华达新材,2,-,4,20200805,C,   D  F  N          ,制造业,605158,浙江华达新型材料股份有限公司
XZG,1,1,新中港,605162,330000,-,1627,新中港,浙江省,"Zhejiang Xinzhonggang Thermal Power Co., LTD.",新中港,2,-,4,20210707,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,605162,浙江新中港热电股份有限公司
JHS,1,1,聚合顺,605166,330000,-,1628,聚合顺,浙江省,"JUHESHUN ADVANCED MATERIAL CO.,LTD.",聚合顺,2,-,4,20200618,C,   D  F  N          ,制造业,605166,聚合顺新材料股份有限公司
LIBERT,1,1,利柏特,605167,320000,-,1629,利柏特,江苏省,Jiangsu Libert Inc.,利柏特,2,-,4,20210726,E,   D  F  N          ,建筑业,605167,江苏利柏特股份有限公司
SRX,1,1,三人行,605168,610000,-,1630,三人行,陕西省,"THREE'S COMPANY MEDIA GROUP CO., LTD.",三人行,2,-,4,20200528,L,   D  F  N          ,租赁和商务服务业,605168,三人行传媒集团股份有限公司
HONGTONG NATURAL GAS,1,1,洪通燃气,605169,650000,-,1631,洪通燃气,新疆维吾尔自治区,"Xinjiang Hongtong Natural Gas Co., Ltd.",洪通燃气,2,-,4,20201030,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,605169,新疆洪通燃气股份有限公司
EAST-ASIA PHARMACEUTICAL,1,1,东亚药业,605177,330000,-,1632,东亚药业,浙江省,"Zhejiang East-Asia Pharmaceutical Co., Ltd.",东亚药业,2,-,4,20201125,C,   D  F  N          ,制造业,605177,浙江东亚药业股份有限公司
NN,1,1,时空科技,605178,110000,-,1633,时空科技,北京市,"Beijing New Space Technology Co., Ltd.",时空科技,2,-,4,20200821,E,   D  F  N          ,建筑业,605178,北京新时空科技股份有限公司
INM,1,1,一鸣食品,605179,330000,-,1634,一鸣食品,浙江省,"Zhejiang Yiming Food Co., Ltd.",一鸣食品,2,-,4,20201228,C,   D  F  N          ,制造业,605179,浙江一鸣食品股份有限公司
HUASHENG,1,1,华生科技,605180,330000,-,1635,XD华生科,浙江省,"Zhejiang Huasheng Technology Co.,Ltd",XD华生科技,2,-,4,20210430,C,  RD  F  N          ,制造业,605180,浙江华生科技股份有限公司
QUECHEN COMPANY,1,1,确成股份,605183,320000,-,1636,确成股份,江苏省,"Quechen Silicon Chemical Co.,Ltd.",确成股份,2,-,4,20201207,C,   D  F  N          ,制造业,605183,确成硅化学股份有限公司
GENERAL HEALTHY,1,1,健麾信息,605186,310000,-,1637,健麾信息,上海市,"Shanghai General Healthy Information and Technology Co., Ltd.",健麾信息,2,-,4,20201222,C,   D  F  N          ,制造业,605186,上海健麾信息技术股份有限公司
GUOGUANG CHAINS,1,1,国光连锁,605188,360000,-,1638,国光连锁,江西省,"Jiangxi Guoguang Commercial Chains Co., Ltd.",国光连锁,2,-,4,20200728,F,   D  F  N          ,批发和零售业,605188,江西国光商业连锁股份有限公司
WUHU FUCHUN DYE AND WEAVE,1,1,富春染织,605189,340000,-,1639,富春染织,安徽省,"Wuhu Fuchun Dye and Weave Co.,Ltd.",富春染织,2,-,4,20210528,C,   D  F  N          ,制造业,605189,芜湖富春染织股份有限公司
HUATONG,1,1,华通线缆,605196,130000,-,1640,华通线缆,河北省,"Hebei Huatong Wires and Cables Group Co., Ltd.",华通线缆,2,-,4,20210511,C,   D  F  N          ,制造业,605196,河北华通线缆集团股份有限公司
ANDRE JUICE,1,1,安德利,605198,370000,-,1641,安德利,山东省,"Yantai North Andre Juice Co., Ltd.",安德利,2,-,4,20200918,C,   D  F  N          ,制造业,605198,烟台北方安德利果汁股份有限公司
HULUWA,1,1,ST葫芦娃,605199,460000,-,1642,ST葫芦娃,海南省,"HAINAN HULUWA PHARMACEUTICAL GROUP CO., LTD.",ST葫芦娃,7,-,8,20200710,C,   S  F  N          ,制造业,605199,海南葫芦娃药业集团股份有限公司
YONGMAOTAI,1,1,永茂泰,605208,310000,-,1643,永茂泰,上海市,"SHANGHAI YONGMAOTAI AUTOMOTIVE TECHNOLOGY CO., LTD",永茂泰,2,-,4,20210308,C,   D  F  N          ,制造业,605208,上海永茂泰汽车科技股份有限公司
