COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
SZKINGDOM,1,1,金证股份,600446,440000,-,330,金证股份,广东省,"Shenzhen Kingdom SCI-TECH.,LTD",金证股份,2,-,4,20031224,I,   D  F  N          ,信息传输、软件和信息技术服务业,600446,深圳市金证科技股份有限公司
HUAFANG COMPANY,1,1,华纺股份,600448,370000,-,331,华纺股份,山东省,"Huafang Co.,Ltd",华纺股份,2,-,4,20010903,C,   D  F  N          ,制造业,600448,华纺股份有限公司
NXBM,1,1,宁夏建材,600449,640000,-,332,宁夏建材,宁夏回族自治区,"Ningxia Building Materials Group Co.,Ltd",宁夏建材,2,-,4,20030829,C,   D  F  N          ,制造业,600449,宁夏建材集团股份有限公司
FULING POWER,1,1,涪陵电力,600452,500000,-,333,涪陵电力,重庆市,CHONGQING FULING ELECTRIC POWER COMPANY LTD.,涪陵电力,2,-,4,20040303,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600452,重庆涪陵电力实业股份有限公司
BUT'ONE,1,1,博通股份,600455,610000,-,334,博通股份,陕西省,"But'one Information Corporation, Xi'an",博通股份,2,-,4,20040329,P,   D  F  N          ,教育,600455,西安博通资讯股份有限公司
BAOTI,1,1,宝钛股份,600456,610000,-,335,宝钛股份,陕西省,"Baoji Titanium Industry Co.,Ltd.",宝钛股份,2,-,4,20020412,C,   D  F  N          ,制造业,600456,宝鸡钛业股份有限公司
TMT,1,1,时代新材,600458,430000,-,336,时代新材,湖南省,"ZHU ZHOU TIMES NEW MATERIAL TECHNOLOGY CO.,LTD",时代新材,2,-,4,20021219,C,   D  F  N          ,制造业,600458,株洲时代新材料科技股份有限公司
SPM,1,1,贵研铂业,600459,530000,-,337,贵研铂业,云南省,"SINO-PLATINUM METALS CO., LTD.",贵研铂业,2,-,4,20030516,C,   D  F  N          ,制造业,600459,云南省贵金属新材料控股集团股份有限公司
SILAN,1,1,士兰微,600460,330000,-,338,士兰微,浙江省,"Hangzhou Silan Microelectronics Co.,Ltd",士兰微,2,-,4,20030311,C,   D  F  N          ,制造业,600460,杭州士兰微电子股份有限公司
HONGCHENG ENVIRONMENT,1,1,洪城环境,600461,360000,-,339,洪城环境,江西省,"Jiangxi Hongcheng Environment Co.,Ltd.",洪城环境,2,-,4,20040601,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600461,江西洪城环境股份有限公司
G.W,1,1,*ST九有,600462,420000,-,340,*ST九有,湖北省,"Hubei Geoway Investment Co.,Ltd.",*ST九有,7,-,8,20030903,L,   S  F  N          ,租赁和商务服务业,600462,湖北九有投资股份有限公司
AIRPORT CORP,1,1,空港股份,600463,110000,-,341,空港股份,北京市,"Beijing Airport High-Tech Park Co.,Ltd.",空港股份,2,-,4,20040318,E,   D  F  N          ,建筑业,600463,北京空港科技园区股份有限公司
HOMEY,1,1,好当家,600467,370000,-,342,好当家,山东省,"Shandong Homey Aquatic Development Co.,Ltd",好当家,2,-,4,20040405,A,   D  F  N          ,农、林、牧、渔业,600467,山东好当家海洋发展股份有限公司
BENEFO,1,1,百利电气,600468,120000,-,343,百利电气,天津市,"Tianjin Benefo Tejing Electric Co.,Ltd.",百利电气,2,-,4,20010615,C,   D  F  N          ,制造业,600468,天津百利特精电气股份有限公司
AEOLUS,1,1,风神股份,600469,410000,-,344,风神股份,河南省,"Aeolus Tyre Co.,Ltd.",风神股份,2,-,4,20031021,C,   D  F  N          ,制造业,600469,风神轮胎股份有限公司
LIUGUO CHEMICAL,1,1,六国化工,600470,340000,-,345,六国化工,安徽省,"ANHUI LIUGUO CHEMICAL CO.,LTD.",六国化工,2,-,4,20040305,C,   D  F  N          ,制造业,600470,安徽六国化工股份有限公司
WHEE,1,1,华光环能,600475,320000,-,346,华光环能,江苏省,"Wuxi Huaguang Environment & Energy Group Co.,Ltd.",华光环能,2,-,4,20030721,N,   D  F  N          ,水利、环境和公共设施管理业,600475,无锡华光环保能源集团股份有限公司
COPOTE,1,1,湘邮科技,600476,430000,-,347,湘邮科技,湖南省,"HUNAN COPOTE SCIENCE TECHNOLOGY CO.,LTD",湘邮科技,2,-,4,20031210,I,   D  F  N          ,信息传输、软件和信息技术服务业,600476,湖南湘邮科技股份有限公司
HXSS,1,1,杭萧钢构,600477,330000,-,348,杭萧钢构,浙江省,"Hangxiao Steel Structure Co.,Ltd",杭萧钢构,2,-,4,20031110,C,   D  F  N          ,制造业,600477,杭萧钢构股份有限公司
CORUN,1,1,科力远,600478,430000,-,349,科力远,湖南省,"Hunan Corun New Energy Co.,Ltd",科力远,2,-,4,20030918,C,   D  F  N          ,制造业,600478,湖南科力远新能源股份有限公司
QIANJIN PHARMACEUTICAL,1,1,千金药业,600479,430000,-,350,千金药业,湖南省,"Zhuzhou Qianjin Pharmaceutical Co.,Ltd",千金药业,2,-,4,20040312,C,   D  F  N          ,制造业,600479,株洲千金药业股份有限公司
LINGYUN CORPORATION,1,1,凌云股份,600480,130000,-,351,凌云股份,河北省,LING YUN INDUSTRIAL CORPORATION LIMITED,凌云股份,2,-,4,20030815,C,   D  F  N          ,制造业,600480,凌云工业股份有限公司
SHUANGLIANG ECO-ENERGY,1,1,双良节能,600481,320000,-,352,双良节能,江苏省,"Shuangliang Eco-Energy Systems Co.,Ltd",双良节能,2,-,4,20030422,C,   D  F  N          ,制造业,600481,双良节能系统股份有限公司
CSICPCL,1,1,中国动力,600482,130000,-,353,中国动力,河北省,"China Shipbuilding Industry Group Power Co.,Ltd",中国动力,2,-,4,20040714,C,   D  F  N          ,制造业,600482,中国船舶重工集团动力股份有限公司
"FUNENG CO., LTD.",1,1,福能股份,600483,350000,-,354,福能股份,福建省,"FUJIAN FUNENG CO.,LTD.",福能股份,2,-,4,20040531,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600483,福建福能股份有限公司
YANGNONG CHEMICAL,1,1,扬农化工,600486,320000,-,355,扬农化工,江苏省,"Jiangsu Yangnong Chemical Co.,Ltd.",扬农化工,2,-,4,20020425,C,   D  F  N          ,制造业,600486,江苏扬农化工股份有限公司
HTGD,1,1,亨通光电,600487,320000,-,356,亨通光电,江苏省,"Hengtong Optic-Electric Co.,Ltd",亨通光电,2,-,4,20030822,C,   D  F  N          ,制造业,600487,江苏亨通光电股份有限公司
TJPC,1,1,津药药业,600488,120000,-,357,津药药业,天津市,"TIANJIN TIANYAO PHARMACEUTICAL CO., LTD.",津药药业,2,-,4,20010618,C,   D  F  N          ,制造业,600488,津药药业股份有限公司
ZHONGJIN GOLD,1,1,中金黄金,600489,110000,-,358,中金黄金,北京市,"Zhongjin Gold Corp., Ltd",中金黄金,2,-,4,20030814,B,   D  F  N          ,采矿业,600489,中金黄金股份有限公司
PENGXIN MINING,1,1,鹏欣资源,600490,310000,-,359,鹏欣资源,上海市,"Pengxin International Mining Co.,Ltd",鹏欣资源,2,-,4,20030626,C,   D  F  N          ,制造业,600490,鹏欣环球资源股份有限公司
LYCG,1,1,龙元建设,600491,330000,-,360,龙元建设,浙江省,"LONG YUAN CONSTRUCTION GROUP CO.,LTD.",龙元建设,2,-,4,20040524,E,   D  F  N          ,建筑业,600491,龙元建设集团股份有限公司
FYNEX TEXTILE,1,1,凤竹纺织,600493,350000,-,361,凤竹纺织,福建省,"Fujian Fynex Textile Science & Technology Co.,Ltd",凤竹纺织,2,-,4,20040421,C,   D  F  N          ,制造业,600493,福建凤竹纺织科技股份有限公司
JXAC,1,1,晋西车轴,600495,140000,-,362,晋西车轴,山西省,Jinxi Axle Company Limited,晋西车轴,2,-,4,20040526,C,   D  F  N          ,制造业,600495,晋西车轴股份有限公司
CJJG,1,1,精工钢构,600496,340000,-,363,精工钢构,安徽省,"Changjiang & Jinggong Steel Building (Group) Co.,Ltd",精工钢构,2,-,4,20020605,C,   D  F  N          ,制造业,600496,长江精工钢结构(集团)股份有限公司
CHIHONG ZN&GE,1,1,驰宏锌锗,600497,530000,-,364,驰宏锌锗,云南省,"Yunnan Chihong Zinc&Germanium Co.,Ltd.",驰宏锌锗,2,-,4,20040420,C,   D  F  N          ,制造业,600497,云南驰宏锌锗股份有限公司
FIBERHOME,1,1,烽火通信,600498,420000,-,365,烽火通信,湖北省,"Fiberhome Telecommunication Technologies Co.,Ltd.",烽火通信,2,-,4,20010823,C,   D  F  N          ,制造业,600498,烽火通信科技股份有限公司
KEDA GROUP,1,1,科达制造,600499,440000,-,366,科达制造,广东省,"Keda Industrial Group Co., Ltd.",科达制造,2,-,4,20021010,C,   D  F  N          ,制造业,600499,科达制造股份有限公司
SINOCHEM INTERNATIONAL,1,1,中化国际,600500,310000,-,367,中化国际,上海市,Sinochem International Corporation,中化国际,2,-,4,20000301,C,   D  F  N          ,制造业,600500,中化国际(控股)股份有限公司
AEROSUN,1,1,航天晨光,600501,320000,-,368,航天晨光,江苏省,Aerosun Corporation,航天晨光,2,-,4,20010615,C,   D  F  N          ,制造业,600501,航天晨光股份有限公司
ACEG,1,1,安徽建工,600502,340000,-,369,安徽建工,安徽省,Anhui Construction Engineering Group Corporation Limited,安徽建工,2,-,4,20030415,E,   D  F  N          ,建筑业,600502,安徽建工集团股份有限公司
DELUXE FAMILY,1,1,华丽家族,600503,310000,-,370,华丽家族,上海市,"Deluxe Family Co., Ltd.",华丽家族,2,-,4,20020709,K,   D  F  N          ,房地产业,600503,华丽家族股份有限公司
XCEP,1,1,西昌电力,600505,510000,-,371,西昌电力,四川省,"Sichuan Xichang Electric Power Co.,Ltd.",西昌电力,2,-,4,20020530,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600505,四川西昌电力股份有限公司
TYGF,1,1,统一股份,600506,650000,-,372,统一股份,新疆维吾尔自治区,"TONGYI CARBON NEUTRAL TECHNOLOGY (XINJIANG) CO., LTD.",统一股份,2,-,4,20011226,C,   D  F  N          ,制造业,600506,统一低碳科技(新疆)股份有限公司
FANGDA S.STEEL,1,1,XD方大特,600507,360000,-,373,方大特钢,江西省,"Fangda Special Steel Technology Co.,Ltd",方大特钢,2,-,4,20030930,C,   D  F  N          ,制造业,600507,方大特钢科技股份有限公司
SHANGHAI ENERGY,1,1,上海能源,600508,310000,-,374,上海能源,上海市,"Shanghai Datun Energy Resources Co.,Ltd.",上海能源,2,-,4,20010829,B,   D  F  N          ,采矿业,600508,上海大屯能源股份有限公司
TFNY,1,1,天富能源,600509,650000,-,375,天富能源,新疆维吾尔自治区,"Xinjiang Tianfu Energy Co.,Ltd.",天富能源,2,-,4,20020228,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600509,新疆天富能源股份有限公司
BLACK PEONY,1,1,黑牡丹,600510,320000,-,376,黑牡丹,江苏省,"Black Peony(Group)Co.,Ltd",黑牡丹,2,-,4,20020618,K,   D  F  N          ,房地产业,600510,黑牡丹(集团)股份有限公司
SINOPHARM(CNCM LTD),1,1,国药股份,600511,110000,-,377,国药股份,北京市,China National Medicines Corporation Ltd.,国药股份,2,-,4,20021127,F,   D  F  N          ,批发和零售业,600511,国药集团药业股份有限公司
TENGDA CONST.,1,1,腾达建设,600512,330000,-,378,腾达建设,浙江省,"Tengda Construction Group Co., Ltd.",腾达建设,2,-,4,20021226,E,   D  F  N          ,建筑业,600512,腾达建设集团股份有限公司
JLPC,1,1,联环药业,600513,320000,-,379,联环药业,江苏省,"Jiangsu Lianhuan Pharmaceutical Co.,Ltd.",联环药业,2,-,4,20030319,C,   D  F  N          ,制造业,600513,江苏联环药业股份有限公司
HAINAN AIRPORT INFRASTRUCTURE,1,1,海南机场,600515,460000,-,380,海南机场,海南省,"HAINAN AIRPORT INFRASTRUCTURE CO., LTD",海南机场,2,-,4,20020806,K,   D  F  N          ,房地产业,600515,海南机场设施股份有限公司
FANGDA CARBON,1,1,方大炭素,600516,620000,-,381,方大炭素,甘肃省,"Fangda Carbon New Material Co.,Ltd",方大炭素,2,-,4,20020830,C,   D  F  N          ,制造业,600516,方大炭素新材料科技股份有限公司
GWYD,1,1,国网英大,600517,310000,-,382,国网英大,上海市,"State Grid Yingda Co.,Ltd.",国网英大,2,-,4,20031010,J,   D  F  N          ,金融业,600517,国网英大股份有限公司
KMYY,1,1,康美药业,600518,440000,-,383,康美药业,广东省,"Kangmei Pharmaceutical Co.,Ltd",康美药业,2,-,4,20010319,C,   D  F  N          ,制造业,600518,康美药业股份有限公司
KWEICHOW MOUTAI,1,1,贵州茅台,600519,520000,-,384,贵州茅台,贵州省,"Kweichow Moutai Co.,Ltd.",贵州茅台,2,-,4,20010827,C,   D  F  N          ,制造业,600519,贵州茅台酒股份有限公司
WENYI TECHNOLOGY,1,1,三佳科技,600520,340000,-,385,三佳科技,安徽省,"WenYi Trinity Technology Co.,Ltd",三佳科技,2,-,4,20020108,C,   D  F  N          ,制造业,600520,产投三佳(安徽)科技股份有限公司
HUAHAIPHARM,1,1,华海药业,600521,330000,-,386,华海药业,浙江省,"ZHEJIANG HUAHAI PHARMACEUTICAL CO.,LTD.",华海药业,2,-,4,20030304,C,   D  F  N          ,制造业,600521,浙江华海药业股份有限公司
ZTT,1,1,中天科技,600522,320000,-,387,中天科技,江苏省,"Jiangsu Zhongtian Technology Co.,Ltd.",中天科技,2,-,4,20021024,C,   D  F  N          ,制造业,600522,江苏中天科技股份有限公司
GACO,1,1,贵航股份,600523,520000,-,388,贵航股份,贵州省,"Guizhou Guihang Automotive Components Co.,Ltd",贵航股份,2,-,4,20011227,C,   D  F  N          ,制造业,600523,贵州贵航汽车零部件股份有限公司
CYG,1,1,ST长园,600525,440000,-,389,ST长园,广东省,ChangYuan Technology Group Ltd.,ST长园,7,-,8,20021202,C,   S  F  N          ,制造业,600525,长园科技集团股份有限公司
FEIDA ENVIRO,1,1,菲达环保,600526,330000,-,390,XD菲达环,浙江省,"ZHEJIANG FEIDA ENVIRONMENTAL SCIENCE & TECHNOLOGY CO.,LTD.",XD菲达环保,2,-,4,20020722,C,  RD  F  N          ,制造业,600526,浙江菲达环保科技股份有限公司
JNGX,1,1,江南高纤,600527,320000,-,391,江南高纤,江苏省,"Jiangsu Jiangnan High Polymer Fiber Co.,Ltd",江南高纤,2,-,4,20031127,C,   D  F  N          ,制造业,600527,江苏江南高纤股份有限公司
CRHIC,1,1,中铁工业,600528,110000,-,392,中铁工业,北京市,China Railway Hi-tech Industry Corporation Limited,中铁工业,2,-,4,20010528,C,   D  F  N          ,制造业,600528,中铁高新工业股份有限公司
SPG,1,1,山东药玻,600529,370000,-,393,山东药玻,山东省,"Shandong Pharmaceutical Glass Co.,Ltd",山东药玻,2,-,4,20020603,C,   D  F  N          ,制造业,600529,山东省药用玻璃股份有限公司
JIAODA ONLLY,1,1,交大昂立,600530,310000,-,394,XD交大昂,上海市,"Shanghai Jiaoda Onlly Co.,Ltd",XD交大昂立,2,-,4,20010702,C,  RD  F  N          ,制造业,600530,上海交大昂立股份有限公司
YUGUANG GOLD&LEAD,1,1,豫光金铅,600531,410000,-,395,豫光金铅,河南省,"Henan Yuguang Gold&Lead Co.,Ltd.",豫光金铅,2,-,4,20020730,C,   D  F  N          ,制造业,600531,河南豫光金铅股份有限公司
CHIXIA DEVELOPMENT,1,1,栖霞建设,600533,320000,-,396,栖霞建设,江苏省,"Nanjing Chixia Development Co., Ltd.",栖霞建设,2,-,4,20020328,K,   D  F  N          ,房地产业,600533,南京栖霞建设股份有限公司
TASLY,1,1,天士力,600535,120000,-,397,天士力,天津市,"Tasly Pharmaceutical Group Co.,Ltd.",天士力,2,-,4,20020823,C,   D  F  N          ,制造业,600535,天士力医药集团股份有限公司
CS&S,1,1,中国软件,600536,110000,-,398,中国软件,北京市,China National Software & Service Company Limited,中国软件,2,-,4,20020517,I,   D  F  N          ,信息传输、软件和信息技术服务业,600536,中国软件与技术服务股份有限公司
EGING PV,1,1,亿晶光电,600537,330000,-,399,亿晶光电,浙江省,"EGING PHOTOVOLTAIC TECHNOLOGY CO., LTD.",亿晶光电,2,-,4,20030123,C,   D  F  N          ,制造业,600537,亿晶光电科技股份有限公司
GOFAR STOCK,1,1,国发股份,600538,450000,-,400,国发股份,广西壮族自治区,"Beihai Gofar Chuanshan Biological Co., Ltd.",国发股份,2,-,4,20030114,F,   D  F  N          ,批发和零售业,600538,北海国发川山生物股份有限公司
LIONHEAD,1,1,狮头股份,600539,140000,-,401,狮头股份,山西省,"LIONHEAD TECHNOLOGY DEVELOPMENT CO.,LTD.",狮头股份,2,-,4,20010824,F,   D  F  N          ,批发和零售业,600539,狮头科技发展股份有限公司
XINSAI,1,1,新赛股份,600540,650000,-,402,新赛股份,新疆维吾尔自治区,"XINJIANG SAYRAM MODERN AGRICULTURE CO.,LTD.",新赛股份,2,-,4,20040107,A,   D  F  N          ,农、林、牧、渔业,600540,新疆赛里木现代农业股份有限公司
GSMG,1,1,莫高股份,600543,620000,-,403,莫高股份,甘肃省,"GANSU MOGAO INDUSTRIAL DEVELOPMENT CO.,LTD.",莫高股份,2,-,4,20040324,C,   D  F  N          ,制造业,600543,甘肃莫高实业发展股份有限公司
SAURER INTELLIGENT,1,1,卓郎智能,600545,650000,-,404,卓郎智能,新疆维吾尔自治区,Saurer Intelligent Technology Co. Ltd.,卓郎智能,2,-,4,20031203,C,   D  F  N          ,制造业,600545,卓郎智能技术股份有限公司
SCIE,1,1,山煤国际,600546,140000,-,405,山煤国际,山西省,"Shanxi Coal International Energy Group Co., Ltd",山煤国际,2,-,4,20030731,B,   D  F  N          ,采矿业,600546,山煤国际能源集团股份有限公司
SD-GOLD,1,1,山东黄金,600547,370000,-,406,山东黄金,山东省,"Shandong Gold Mining Co.,Ltd.",山东黄金,2,-,4,20030828,B,   D  F  N          ,采矿业,600547,山东黄金矿业股份有限公司
SZEW,1,1,深高速,600548,440000,-,407,深高速,广东省,SHENZHEN EXPRESSWAY CORPORATION LIMITED,深高速,2,-,4,20011225,G,   D  F  N          ,交通运输、仓储和邮政业,600548,深圳高速公路集团股份有限公司
XTC,1,1,厦门钨业,600549,350000,-,408,厦门钨业,福建省,"Xiamen Tungsten Co.,Ltd.",厦门钨业,2,-,4,20021107,C,   D  F  N          ,制造业,600549,厦门钨业股份有限公司
BAODING TIANWEI BAOBIAN ELECTRIC,1,1,保变电气,600550,130000,-,409,保变电气,河北省,"Baoding Tianwei Baobian Electric Co.,Ltd.",保变电气,2,-,4,20010228,C,   D  F  N          ,制造业,600550,保定天威保变电气股份有限公司
TIME PUBLISHING,1,1,时代出版,600551,340000,-,410,时代出版,安徽省,"TIME PUBLISHING AND MEDIA CO.,LTD.",时代出版,2,-,4,20020905,R,   D  F  N          ,文化、体育和娱乐业,600551,时代出版传媒股份有限公司
TSTC,1,1,凯盛科技,600552,340000,-,411,凯盛科技,安徽省,"Triumph Science & Technology Co., Ltd",凯盛科技,2,-,4,20021108,C,   D  F  N          ,制造业,600552,凯盛科技股份有限公司
IMS,1,1,天下秀,600556,450000,-,412,天下秀,广西壮族自治区,"Inmyshow Digital Technology (Group) Co., Ltd.",天下秀,2,-,4,20010807,I,   D  F  N          ,信息传输、软件和信息技术服务业,600556,天下秀数字科技(集团)股份有限公司
KANION PHARMACEUTICAL,1,1,康缘药业,600557,320000,-,413,康缘药业,江苏省,"Jiangsu Kanion Pharmaceutical Co.,Ltd.",康缘药业,2,-,4,20020918,C,   D  F  N          ,制造业,600557,江苏康缘药业股份有限公司
ATLANTIC,1,1,大西洋,600558,510000,-,414,大西洋,四川省,"Atlantic China Welding Consumables,Inc.",大西洋,2,-,4,20010227,C,   D  F  N          ,制造业,600558,四川大西洋焊接材料股份有限公司
LAO BAI GAN JIU,1,1,老白干酒,600559,130000,-,415,老白干酒,河北省,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",老白干酒,2,-,4,20021029,C,   D  F  N          ,制造业,600559,河北衡水老白干酒业股份有限公司
ARITIME,1,1,金自天正,600560,110000,-,416,金自天正,北京市,"Beijing Aritime Intelligent Control Co., Ltd.",金自天正,2,-,4,20020919,C,   D  F  N          ,制造业,600560,北京金自天正智能控制股份有限公司
JIANGXI CHANGYUN,1,1,江西长运,600561,360000,-,417,江西长运,江西省,"Jiangxi Changyun Co.,Ltd.",江西长运,2,-,4,20020716,G,   D  F  N          ,交通运输、仓储和邮政业,600561,江西长运股份有限公司
GLARUNTECH,1,1,国睿科技,600562,320000,-,418,国睿科技,江苏省,"GLARUN TECHNOLOGY CO.,LTD",国睿科技,2,-,4,20030128,C,   D  F  N          ,制造业,600562,国睿科技股份有限公司
FARATRONIC,1,1,法拉电子,600563,350000,-,419,法拉电子,福建省,"Xiamen Faratronic Co.,Ltd.",法拉电子,2,-,4,20021210,C,   D  F  N          ,制造业,600563,厦门法拉电子股份有限公司
JUMPCAN,1,1,济川药业,600566,420000,-,420,济川药业,湖北省,"Hubei Jumpcan Pharmaceutical Co., Ltd.",济川药业,2,-,4,20010822,C,   D  F  N          ,制造业,600566,湖北济川药业股份有限公司
SHANYING  INTERNATIONAL,1,1,山鹰国际,600567,340000,-,421,山鹰国际,安徽省,"Shanying International Holdings Co., Ltd.",山鹰国际,2,-,4,20011218,C,   D  F  N          ,制造业,600567,山鹰国际控股股份公司
ZZYL,1,1,ST中珠,600568,420000,-,422,ST中珠,湖北省,"ZhongZhu Healthcare Holding Co.,Ltd",ST中珠,7,-,8,20010518,Q,   S  F  N          ,卫生和社会工作,600568,中珠医疗控股股份有限公司
AYIS,1,1,安阳钢铁,600569,410000,-,423,安阳钢铁,河南省,"ANYANG IRON AND STEEL CO., LTD.",安阳钢铁,2,-,4,20010820,C,   D  F  N          ,制造业,600569,安阳钢铁股份有限公司
HUNDSUN,1,1,XD恒生电,600570,330000,-,424,恒生电子,浙江省,Hundsun Technologies Inc.,恒生电子,2,-,4,20031216,I,   D  F  N          ,信息传输、软件和信息技术服务业,600570,恒生电子股份有限公司
SUNYARD,1,1,信雅达,600571,330000,-,425,信雅达,浙江省,"Sunyard Technology Co.,Ltd",信雅达,2,-,4,20021101,I,   D  F  N          ,信息传输、软件和信息技术服务业,600571,信雅达科技股份有限公司
CONBA,1,1,康恩贝,600572,330000,-,426,康恩贝,浙江省,"Zhejiang CONBA Pharmaceutical Co.,Ltd.",康恩贝,2,-,4,20040412,C,   D  F  N          ,制造业,600572,浙江康恩贝制药股份有限公司
HUIQUAN BEER,1,1,惠泉啤酒,600573,350000,-,427,惠泉啤酒,福建省,"Fujian Yanjing Huiquan Brewery Co.,Ltd",惠泉啤酒,2,-,4,20030226,C,   D  F  N          ,制造业,600573,福建省燕京惠泉啤酒股份有限公司
HUAIHE ENERGY,1,1,淮河能源,600575,340000,-,428,淮河能源,安徽省,"Huaihe Energy (Group) Co.,Ltd",淮河能源,2,-,4,20030328,G,   D  F  N          ,交通运输、仓储和邮政业,600575,淮河能源(集团)股份有限公司
SUNRIVER CULTURE TOURISM,1,1,祥源文旅,600576,330000,-,429,祥源文旅,浙江省,"ZHEJIANG SUNRIVER CULTURE TOURISM CO.,LTD.",祥源文旅,2,-,4,20030220,N,   D  F  N          ,水利、环境和公共设施管理业,600576,浙江祥源文旅股份有限公司
TJSMW,1,1,精达股份,600577,340000,-,430,精达股份,安徽省,"TONGLING JINGDA SPECIAL MAGNET WIRE CO.,LTD.",精达股份,2,-,4,20020911,C,   D  F  N          ,制造业,600577,铜陵精达特种电磁线股份有限公司
BJP,1,1,京能电力,600578,110000,-,431,京能电力,北京市,"Beijing Jingneng Power Co., Ltd.",京能电力,2,-,4,20020510,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600578,北京京能电力股份有限公司
SINOCHEM EQUIPMENT,1,1,中化装备,600579,370000,-,432,中化装备,山东省,SINOCHEM EQUIPMENT TECHNOLOGY (QINGDAO) COMPANY LIMITED,中化装备,2,-,4,20020809,C,   D  F  N          ,制造业,600579,中化装备科技(青岛)股份有限公司
WOLONG ELECTRIC,1,1,卧龙电驱,600580,330000,-,433,卧龙电驱,浙江省,"Wolong Electric Group Co.,Ltd.",卧龙电驱,2,-,4,20020606,C,   D  F  N          ,制造业,600580,卧龙电气驱动集团股份有限公司
BYIS,1,1,八一钢铁,600581,650000,-,434,八一钢铁,新疆维吾尔自治区,"Xinjiang Ba Yi Iron & Steel Co.,Ltd.",八一钢铁,2,-,4,20020816,C,   D  F  N          ,制造业,600581,新疆八一钢铁股份有限公司
TDTEC,1,1,天地科技,600582,110000,-,435,天地科技,北京市,"Tian Di Science & Technology Co.,Ltd",天地科技,2,-,4,20020515,C,   D  F  N          ,制造业,600582,天地科技股份有限公司
COOEC,1,1,海油工程,600583,120000,-,436,海油工程,天津市,"Offshore Oil Engineering Co.,Ltd.",海油工程,2,-,4,20020205,B,   D  F  N          ,采矿业,600583,海洋石油工程股份有限公司
JCET,1,1,长电科技,600584,320000,-,437,长电科技,江苏省,"JCET Group Co., Ltd.",长电科技,2,-,4,20030603,C,   D  F  N          ,制造业,600584,江苏长电科技股份有限公司
ACC,1,1,海螺水泥,600585,340000,-,438,海螺水泥,安徽省,Anhui Conch Cement Company Limited,海螺水泥,2,-,4,20020207,C,   D  F  N          ,制造业,600585,安徽海螺水泥股份有限公司
JJKJ,1,1,金晶科技,600586,370000,-,439,金晶科技,山东省,"Shandong Jinjing Science & Technology Stock Co.,Ltd",金晶科技,2,-,4,20020815,C,   D  F  N          ,制造业,600586,山东金晶科技股份有限公司
SHINVA,1,1,新华医疗,600587,370000,-,440,新华医疗,山东省,"Shinva Medical Instrument Co.,Ltd.",新华医疗,2,-,4,20020927,C,   D  F  N          ,制造业,600587,山东新华医疗器械股份有限公司
YONYOU,1,1,用友网络,600588,110000,-,441,用友网络,北京市,"Yonyou Network Technology Co., Ltd.",用友网络,2,-,4,20010518,I,   D  F  N          ,信息传输、软件和信息技术服务业,600588,用友网络科技股份有限公司
DAWEI TECHNOLOGY,1,1,大位科技,600589,440000,-,442,大位科技,广东省,"DAWEI TECHNOLOGY (GUANGDONG) GROUP CO., LTD.",大位科技,2,-,4,20010612,I,   D  F  N          ,信息传输、软件和信息技术服务业,600589,大位数据科技(广东)集团股份有限公司
TELLHOW,1,1,泰豪科技,600590,360000,-,443,泰豪科技,江西省,"TELLHOW SCI-TECH CO.,LTD.",泰豪科技,2,-,4,20020703,C,   D  F  N          ,制造业,600590,泰豪科技股份有限公司
LS BEARINGS,1,1,龙溪股份,600592,350000,-,444,龙溪股份,福建省,"Fujian Longxi Bearing(Group)Co.,Ltd",龙溪股份,2,-,4,20020805,C,   D  F  N          ,制造业,600592,福建龙溪轴承(集团)股份有限公司
SUNASIA,1,1,大连圣亚,600593,210000,-,445,大连圣亚,辽宁省,"Dalian Sunasia Tourism Holding Co.,Ltd",大连圣亚,2,-,4,20020711,N,   D  F  N          ,水利、环境和公共设施管理业,600593,大连圣亚旅游控股股份有限公司
YIBAI PHARMACEUTICAL,1,1,益佰制药,600594,520000,-,446,益佰制药,贵州省,"Guizhou Yibai Pharmaceutical Co.,Ltd",益佰制药,2,-,4,20040323,C,   D  F  N          ,制造业,600594,贵州益佰制药股份有限公司
HENAN ZHONGFU INDUSTRIAL,1,1,中孚实业,600595,410000,-,447,中孚实业,河南省,"Henan Zhongfu Industrial Co.,Ltd",中孚实业,2,-,4,20020626,C,   D  F  N          ,制造业,600595,河南中孚实业股份有限公司
XACIG,1,1,新安股份,600596,330000,-,448,新安股份,浙江省,"Zhejiang Xinan Chemical Industrial Group Co.,Ltd",新安股份,2,-,4,20010906,C,   D  F  N          ,制造业,600596,浙江新安化工集团股份有限公司
